Company ,Salesperson ,Total Sales ,Total Lbs ,Sales Mar 2020,Sales Apr 2020,Sales May 2020,Sales Jun 2020,Sales Jul 2020,Sales Aug 2020,Pounds Shipped Mar 2020,Pounds Shipped Apr 2020,Pounds Shipped May 2020,Pounds Shipped Jun 2020,Pounds Shipped Jul 2020,Pounds Shipped Aug 2020
Company-282,Salesperson6,11903.0,7410.0,9054.0,2849.0,,,,,5320.0,2090.0,,,,
Company-283,Salesperson8,10351.0,6449.0,3310.0,2100.0,2083.0,2033.0,758.0,67.0,2165.0,1262.0,1248.0,1253.0,453.0,68.0
Company-284,Salesperson7,687.0,544.0,,,,,687.0,,,,,,544.0,
Company-285,Salesperson6,956.0,826.0,101.0,,168.0,190.0,497.0,,45.0,,122.0,122.0,537.0,
Company-286,Salesperson9,1223.0,1110.0,567.0,656.0,,,,,862.0,248.0,,,,
Company-287,Salesperson7,276.0,104.0,,,,,276.0,,,,,,104.0,
Company-288,Salesperson5,22015.0,19550.0,2686.0,2643.0,4300.0,7291.0,5095.0,,2538.0,2296.0,4062.0,6234.0,4420.0,
Company-289,Salesperson6,14544.0,6339.0,10041.0,4503.0,,,,,4024.0,2315.0,,,,
Company-289,Salesperson7,7853.0,3402.0,,,750.0,1931.0,5172.0,,,,106.0,910.0,2386.0,
Company-29,Salesperson11,1118.0,1472.0,,,1008.0,110.0,,,,,1256.0,216.0,,
Company-290,Salesperson6,1307.0,1730.0,341.0,717.0,,,,249.0,506.0,926.0,,,,298.0
Company-291,Salesperson6,8190.0,6440.0,,2063.0,4572.0,,1179.0,376.0,,1448.0,2958.0,,1790.0,244.0
Company-292,Salesperson6,4375.0,3510.0,212.0,,,1915.0,2248.0,,138.0,,,1658.0,1714.0,
Company-293,Salesperson6,5501.0,6860.0,1848.0,3653.0,,,,,2218.0,4642.0,,,,
Company-294,Salesperson13,661.0,96.0,661.0,,,,,,96.0,,,,,
Company-295,Salesperson13,105.0,146.0,,,,,105.0,,,,,,146.0,
Company-296,Salesperson6,5995.0,2618.0,,2778.0,2023.0,,,1194.0,,414.0,288.0,,,1916.0
Company-297,Salesperson13,488.0,270.0,,,,,488.0,,,,,,270.0,
Company-298,Salesperson13,6609.0,4761.0,1205.0,828.0,929.0,,3109.0,538.0,195.0,1436.0,676.0,,2364.0,90.0
Company-299,Salesperson8,281.0,27.0,,,281.0,,,,,,27.0,,,
Company-3,Salesperson2,74967.0,118579.0,,29661.0,28771.0,4084.0,12451.0,,,47885.0,47694.0,2586.0,20414.0,
Company-30,Salesperson11,24814.0,46315.0,,5650.0,,13095.0,6069.0,,,11220.0,,22981.0,12114.0,
Company-30,Salesperson3,3813.0,4317.0,3813.0,,,,,,4317.0,,,,,
Company-300,Salesperson8,2197.0,427.0,,945.0,262.0,990.0,,,,187.0,45.0,195.0,,
Company-301,Salesperson6,59280.0,45907.0,16497.0,15259.0,9177.0,5719.0,7836.0,4792.0,11199.0,13060.0,7414.0,3532.0,7178.0,3524.0
Company-302,Salesperson13,898.0,1048.0,898.0,,,,,,1048.0,,,,,
Company-303,Salesperson10,725.0,554.0,96.0,176.0,90.0,126.0,237.0,,35.0,84.0,37.0,140.0,258.0,
Company-304,Salesperson8,560.0,71.0,,,560.0,,,,,,71.0,,,
Company-305,Salesperson4,12111.0,6686.0,3066.0,1177.0,2862.0,5006.0,,,1520.0,630.0,1720.0,2816.0,,
Company-306,Salesperson7,4446.0,1572.0,,,,,4446.0,,,,,,1572.0,
Company-307,Salesperson7,1315.0,2008.0,,,,,1315.0,,,,,,2008.0,
Company-308,Salesperson4,5169.0,8230.0,,2795.0,105.0,1803.0,100.0,366.0,,4452.0,180.0,3114.0,38.0,446.0
Company-309,Salesperson13,8733.0,1920.0,8733.0,,,,,,1920.0,,,,,
Company-31,Salesperson11,834.0,1602.0,276.0,,558.0,,,,538.0,,1064.0,,,
Company-310,Salesperson8,1521.0,245.0,,108.0,1303.0,,110.0,,,19.0,218.0,,8.0,
Company-311,Salesperson6,68456.0,45344.0,38722.0,23859.0,2003.0,716.0,3156.0,,25040.0,16826.0,1198.0,434.0,1846.0,
Company-312,Salesperson7,252.0,61.0,,,,,252.0,,,,,,61.0,
Company-313,Salesperson9,622.0,88.0,622.0,,,,,,88.0,,,,,
Company-314,Salesperson7,5095.0,5790.0,,,,,5095.0,,,,,,5790.0,
Company-315,Salesperson8,1289.0,414.0,340.0,,,,420.0,529.0,63.0,,,,75.0,276.0
Company-316,Salesperson5,232.0,30.0,,,232.0,,,,,,30.0,,,
Company-317,Salesperson13,79.0,31.0,,79.0,,,,,,31.0,,,,
Company-318,Salesperson13,268.0,156.0,,,268.0,,,,,,156.0,,,
Company-319,Salesperson13,457.0,602.0,,,,,457.0,,,,,,602.0,
Company-32,Salesperson11,50195.0,84804.0,6729.0,11015.0,4423.0,25759.0,,2269.0,19053.0,15556.0,8280.0,39525.0,,2390.0
Company-32,Salesperson21,3888.0,6272.0,3888.0,,,,,,6272.0,,,,,
Company-320,Salesperson6,1721.0,332.0,,344.0,1377.0,,,,,76.0,256.0,,,
Company-321,Salesperson9,406.0,90.0,406.0,,,,,,90.0,,,,,
Company-322,Salesperson6,792.0,924.0,,,792.0,,,,,,924.0,,,
Company-323,Salesperson8,3553.0,1657.0,,599.0,216.0,,1030.0,1708.0,,89.0,110.0,,464.0,994.0
Company-324,Salesperson5,277.0,268.0,277.0,,,,,,268.0,,,,,
Company-325,Salesperson9,2612.0,1361.0,745.0,1773.0,,,94.0,,349.0,920.0,,,92.0,
Company-326,Salesperson13,201.0,69.0,201.0,,,,,,69.0,,,,,
Company-327,Salesperson9,622.0,186.0,,,622.0,,,,,,186.0,,,
Company-328,Salesperson8,813.0,359.0,356.0,,111.0,,346.0,,160.0,,35.0,,164.0,
Company-329,Salesperson7,976.0,1069.0,254.0,119.0,178.0,174.0,251.0,,432.0,164.0,190.0,65.0,218.0,
Company-33,Salesperson11,782501.0,1576375.0,54637.0,126500.0,175773.0,185066.0,188873.0,51652.0,97638.0,276692.0,400722.0,335318.0,364939.0,101066.0
Company-33,Salesperson3,40209377.0,653963.0,40069544.0,117688.0,14409.0,7736.0,,,356291.0,251423.0,30398.0,15851.0,,
Company-330,Salesperson13,569.0,474.0,440.0,,129.0,,,,456.0,,18.0,,,
Company-331,Salesperson6,178.0,96.0,178.0,,,,,,96.0,,,,,
Company-332,Salesperson7,435.0,304.0,,,,435.0,,,,,,304.0,,
Company-333,Salesperson7,265.0,202.0,,,,,,265.0,,,,,,202.0
Company-334,Salesperson4,36759.0,16480.0,14301.0,2245.0,8925.0,2954.0,2363.0,5971.0,6470.0,956.0,4024.0,1260.0,1002.0,2768.0
Company-335,Salesperson6,17857.0,27299.0,8724.0,3711.0,5262.0,160.0,,,12640.0,5811.0,8644.0,204.0,,
Company-336,Salesperson4,31664.0,42756.0,9847.0,3685.0,8903.0,1482.0,7747.0,,13318.0,5097.0,12480.0,2249.0,9612.0,
Company-337,Salesperson8,4564.0,212.0,570.0,3994.0,,,,,87.0,125.0,,,,
Company-338,Salesperson8,1801.0,227.0,633.0,307.0,,196.0,564.0,101.0,86.0,26.0,,19.0,86.0,10.0
Company-339,Salesperson8,63835.0,50678.0,6064.0,5408.0,22061.0,23320.0,942.0,6040.0,4390.0,3927.0,15435.0,19946.0,1192.0,5788.0
Company-34,Salesperson11,9965.0,14174.0,,4828.0,,2393.0,1800.0,944.0,,5116.0,,4408.0,3292.0,1358.0
Company-340,Salesperson8,127.0,151.0,,,,,127.0,,,,,,151.0,
Company-341,Salesperson8,105.0,42.0,,,,105.0,,,,,,42.0,,
Company-342,Salesperson7,665.0,1062.0,665.0,,,,,,1062.0,,,,,
Company-343,Salesperson5,448.0,368.0,448.0,,,,,,368.0,,,,,
Company-344,Salesperson7,8010.0,9068.0,,2612.0,399.0,3133.0,522.0,1344.0,,3482.0,446.0,2758.0,620.0,1762.0
Company-345,Salesperson6,73870.0,80346.0,31567.0,5561.0,,12991.0,23751.0,,33628.0,6448.0,,13936.0,26334.0,
Company-346,Salesperson13,424.0,101.0,296.0,,,,128.0,,84.0,,,,17.0,
Company-347,Salesperson17,32107.0,34366.0,4014.0,18059.0,6021.0,4013.0,,,3256.0,19994.0,6666.0,4450.0,,
Company-348,Salesperson6,509.0,84.0,509.0,,,,,,84.0,,,,,
Company-349,Salesperson13,14740.0,8798.0,,6785.0,1759.0,3217.0,2979.0,,,5398.0,706.0,1028.0,1666.0,
Company-35,Salesperson11,12880.0,14114.0,,,,5127.0,7753.0,,,,,5534.0,8580.0,
Company-35,Salesperson3,4993.0,5532.0,,4993.0,,,,,,5532.0,,,,
Company-350,Salesperson7,1308.0,1652.0,182.0,,142.0,650.0,245.0,89.0,246.0,,198.0,762.0,346.0,100.0
Company-351,Salesperson8,2602.0,2315.0,,2014.0,,,588.0,,,2220.0,,,95.0,
Company-352,Salesperson7,285.0,332.0,,,,,285.0,,,,,,332.0,
Company-353,Salesperson6,12107.0,7925.0,3736.0,1753.0,4149.0,91.0,2378.0,,2126.0,1470.0,2907.0,76.0,1346.0,
Company-354,Salesperson6,4132.0,3502.0,,,2955.0,,1177.0,,,,1882.0,,1620.0,
Company-355,Salesperson6,10797.0,2552.0,,593.0,8635.0,1569.0,,,,1120.0,1184.0,248.0,,
Company-355,Salesperson8,2698.0,360.0,,,2698.0,,,,,,360.0,,,
Company-356,Salesperson5,1552.0,654.0,1552.0,,,,,,654.0,,,,,
Company-357,Salesperson6,807.0,542.0,,592.0,215.0,,,,,406.0,136.0,,,
Company-358,Salesperson8,668.0,924.0,,668.0,,,,,,924.0,,,,
Company-359,Salesperson13,2124.0,1143.0,,,,,2124.0,,,,,,1143.0,
Company-36,Salesperson11,5741.0,8577.0,587.0,142.0,1832.0,3084.0,96.0,,684.0,120.0,2010.0,5674.0,89.0,
Company-36,Salesperson3,4529.0,9013.0,4529.0,,,,,,9013.0,,,,,
Company-360,Salesperson8,3744.0,2829.0,320.0,1099.0,,540.0,1785.0,,239.0,829.0,,357.0,1404.0,
Company-361,Salesperson6,150.0,190.0,,,,,150.0,,,,,,190.0,
Company-362,Salesperson6,476.0,96.0,,,,476.0,,,,,,96.0,,
Company-363,Salesperson13,960.0,682.0,,758.0,,,,202.0,,460.0,,,,222.0
Company-364,Salesperson8,365.0,516.0,,365.0,,,,,,516.0,,,,
Company-365,Salesperson8,16076.0,4894.0,1389.0,1243.0,5919.0,3127.0,2015.0,2383.0,273.0,208.0,1091.0,1370.0,1481.0,471.0
Company-366,Salesperson8,675.0,90.0,229.0,,,446.0,,,25.0,,,65.0,,
Company-367,Salesperson13,4088.0,1082.0,504.0,,797.0,2787.0,,,107.0,,109.0,866.0,,
Company-368,Salesperson8,20103.0,9919.0,6569.0,6345.0,,7189.0,,,3330.0,3244.0,,3345.0,,
Company-369,Salesperson4,84.0,98.0,,,,,84.0,,,,,,98.0,
Company-37,Salesperson3,1341.0,3278.0,1341.0,,,,,,3278.0,,,,,
Company-370,Salesperson7,68638.0,103083.0,16151.0,42286.0,,,10201.0,,22316.0,63687.0,,,17080.0,
Company-371,Salesperson13,3319.0,4422.0,,,,3319.0,,,,,,4422.0,,
Company-372,Salesperson6,136.0,148.0,,,136.0,,,,,,148.0,,,
Company-373,Salesperson6,25077.0,6490.0,7666.0,,7481.0,9930.0,,,2052.0,,2026.0,2412.0,,
Company-374,Salesperson4,7323.0,12694.0,,3992.0,,467.0,2864.0,,,7522.0,,652.0,4520.0,
Company-375,Salesperson13,9889.0,12582.0,2142.0,,2378.0,676.0,4693.0,,2496.0,,2982.0,582.0,6522.0,
Company-376,Salesperson9,4831.0,1751.0,4831.0,,,,,,1751.0,,,,,
Company-377,Salesperson6,6198.0,7171.0,100.0,534.0,2590.0,334.0,703.0,1937.0,15.0,680.0,3108.0,346.0,678.0,2344.0
Company-378,Salesperson4,24237.0,22157.0,8863.0,7030.0,2909.0,5435.0,,,7255.0,6841.0,2278.0,5783.0,,
Company-379,Salesperson8,265.0,266.0,265.0,,,,,,266.0,,,,,
Company-38,Salesperson2,4231.0,11383.0,3328.0,903.0,,,,,9583.0,1800.0,,,,
Company-380,Salesperson8,25458.0,41352.0,4188.0,8538.0,7461.0,2910.0,1960.0,401.0,5691.0,20347.0,11803.0,1473.0,2038.0,0.0
Company-381,Salesperson13,616.0,114.0,,616.0,,,,,,114.0,,,,
Company-382,Salesperson9,879.0,1010.0,,,879.0,,,,,,1010.0,,,
Company-383,Salesperson4,6825.0,8657.0,1183.0,1737.0,1624.0,1545.0,605.0,131.0,877.0,2510.0,2044.0,2355.0,669.0,202.0
Company-384,Salesperson7,9080.0,13547.0,2812.0,2114.0,234.0,1080.0,2102.0,738.0,3942.0,3222.0,282.0,1634.0,3327.0,1140.0
Company-385,Salesperson8,287.0,52.0,287.0,,,,,,52.0,,,,,
Company-386,Salesperson8,2915.0,764.0,,,,2591.0,324.0,,,,,642.0,122.0,
Company-387,Salesperson6,2497.0,1538.0,2497.0,,,,,,1538.0,,,,,
Company-388,Salesperson7,2660.0,1243.0,848.0,78.0,,876.0,,858.0,192.0,106.0,,761.0,,184.0
Company-389,Salesperson7,1770.0,646.0,1770.0,,,,,,646.0,,,,,
Company-39,Salesperson1,76830.0,172520.0,9866.0,22965.0,3757.0,17294.0,17435.0,5513.0,20327.0,50859.0,10739.0,37924.0,40035.0,12636.0
Company-390,Salesperson5,805.0,61.0,805.0,,,,,,61.0,,,,,
Company-391,Salesperson13,4146.0,5317.0,2201.0,1732.0,,,213.0,,3240.0,1833.0,,,244.0,
Company-392,Salesperson8,1684.0,313.0,948.0,99.0,130.0,507.0,,,197.0,3.0,16.0,97.0,,
Company-393,Salesperson9,1574.0,561.0,426.0,858.0,,,290.0,,105.0,80.0,,,376.0,
Company-394,Salesperson7,4048.0,4859.0,,1660.0,1053.0,1335.0,,,,2540.0,1163.0,1156.0,,
Company-395,Salesperson6,1993.0,2202.0,,1389.0,352.0,,96.0,156.0,,1683.0,284.0,,82.0,153.0
Company-396,Salesperson8,142.0,26.0,,,,142.0,,,,,,26.0,,
Company-397,Salesperson8,4018.0,587.0,,,,2669.0,1349.0,,,,,428.0,159.0,
Company-398,Salesperson7,12486.0,13980.0,5665.0,,4704.0,510.0,777.0,830.0,6952.0,,4656.0,620.0,774.0,978.0
Company-399,Salesperson7,9556.0,5528.0,3069.0,1249.0,1650.0,3588.0,,,1774.0,832.0,952.0,1970.0,,
Company-4,Salesperson18,177269.0,338435.0,11290.0,50093.0,17322.0,11554.0,65882.0,21128.0,18190.0,97354.0,34974.0,23272.0,126137.0,38508.0
Company-40,Salesperson11,1151.0,2550.0,1151.0,,,,,,2550.0,,,,,
Company-40,Salesperson2,219316.0,453239.0,21665.0,,44581.0,65445.0,65121.0,22504.0,42013.0,,91326.0,134617.0,140412.0,44871.0
Company-400,Salesperson8,8454.0,3239.0,6738.0,554.0,,1162.0,,,1370.0,638.0,,1231.0,,
Company-401,Salesperson7,135355.0,271633.0,48519.0,25672.0,0.0,31160.0,30004.0,,58579.0,54942.0,58111.0,54236.0,45765.0,
Company-402,Salesperson7,158.0,18.0,158.0,,,,,,18.0,,,,,
Company-403,Salesperson6,1509.0,1010.0,,,1509.0,,,,,,1010.0,,,
Company-404,Salesperson5,2826.0,2845.0,870.0,,,,1956.0,,729.0,,,,2116.0,
Company-405,Salesperson6,686.0,839.0,,204.0,,,,482.0,,35.0,,,,804.0
Company-406,Salesperson5,37956.0,19612.0,6222.0,8210.0,6280.0,8332.0,7380.0,1532.0,3206.0,3352.0,3275.0,5297.0,3574.0,908.0
Company-407,Salesperson5,25849.0,21325.0,4819.0,4324.0,6741.0,7323.0,2642.0,,4074.0,2509.0,6425.0,6009.0,2308.0,
Company-408,Salesperson5,7756.0,6700.0,3695.0,402.0,1693.0,602.0,,1364.0,2011.0,410.0,1715.0,836.0,,1728.0
Company-409,Salesperson13,831.0,1292.0,612.0,219.0,,,,,900.0,392.0,,,,
Company-41,Salesperson19,76098.0,109839.0,,,24834.0,26303.0,,24961.0,,,34515.0,39710.0,,35614.0
Company-410,Salesperson8,1162.0,454.0,,,,,1162.0,,,,,,454.0,
Company-411,Salesperson6,782.0,294.0,,164.0,,335.0,138.0,145.0,,58.0,,122.0,48.0,66.0
Company-412,Salesperson7,88.0,39.0,,,,88.0,,,,,,39.0,,
Company-413,Salesperson4,302.0,56.0,,302.0,,,,,,56.0,,,,
Company-414,Salesperson7,296.0,52.0,100.0,,97.0,,99.0,,16.0,,18.0,,18.0,
Company-415,Salesperson8,899.0,113.0,88.0,,119.0,,692.0,,10.0,,10.0,,93.0,
Company-416,Salesperson13,192.0,232.0,,192.0,,,,,,232.0,,,,
Company-417,Salesperson6,772.0,254.0,673.0,99.0,,,,,210.0,44.0,,,,
Company-418,Salesperson9,1868.0,684.0,,1868.0,,,,,,684.0,,,,
Company-419,Salesperson7,641.0,472.0,641.0,,,,,,472.0,,,,,
Company-42,Salesperson19,25454.0,7907.0,8547.0,,16907.0,,,,2596.0,,5311.0,,,
Company-420,Salesperson8,438.0,320.0,438.0,,,,,,320.0,,,,,
Company-421,Salesperson7,1434.0,1014.0,929.0,,,505.0,,,656.0,,,358.0,,
Company-422,Salesperson7,641.0,404.0,,,135.0,,295.0,211.0,,,90.0,,187.0,127.0
Company-423,Salesperson8,167.0,19.0,167.0,,,,,,19.0,,,,,
Company-424,Salesperson5,285.0,227.0,,,285.0,,,,,,227.0,,,
Company-424,Salesperson9,1774.0,1383.0,,1067.0,,,707.0,,,579.0,,,804.0,
Company-425,Salesperson7,943.0,1148.0,155.0,,,557.0,231.0,,210.0,,,656.0,282.0,
Company-426,Salesperson9,5360.0,5701.0,,,,1132.0,1998.0,2230.0,,,,423.0,2140.0,3138.0
Company-427,Salesperson9,4775.0,5493.0,917.0,368.0,610.0,,1098.0,1782.0,1111.0,461.0,789.0,,1086.0,2046.0
Company-428,Salesperson8,5801.0,4038.0,887.0,1299.0,1850.0,283.0,1482.0,,416.0,1044.0,1314.0,153.0,1111.0,
Company-429,Salesperson8,312.0,198.0,,,312.0,,,,,,198.0,,,
Company-43,Salesperson1,1542476.0,3119965.0,347496.0,313568.0,228857.0,371918.0,213138.0,67499.0,664933.0,616523.0,459773.0,760300.0,465944.0,152492.0
Company-430,Salesperson5,9057.0,6559.0,2791.0,1515.0,1803.0,2110.0,555.0,283.0,1236.0,2031.0,1728.0,723.0,577.0,264.0
Company-431,Salesperson4,91.0,44.0,,91.0,,,,,,44.0,,,,
Company-432,Salesperson6,759.0,756.0,,,759.0,,,,,,756.0,,,
Company-433,Salesperson13,1011.0,564.0,,,1011.0,,,,,,564.0,,,
Company-434,Salesperson8,1299.0,157.0,,1299.0,,,,,,157.0,,,,
Company-435,Salesperson9,8276.0,5892.0,1824.0,3638.0,277.0,2160.0,377.0,,1188.0,2344.0,366.0,1530.0,464.0,
Company-436,Salesperson13,46688.0,72779.0,9827.0,,3767.0,13440.0,9827.0,9827.0,15567.0,,5934.0,20284.0,15516.0,15478.0
Company-437,Salesperson8,30909.0,24463.0,3711.0,2618.0,942.0,11832.0,11522.0,284.0,2317.0,1119.0,696.0,11076.0,9218.0,37.0
Company-438,Salesperson13,1488.0,550.0,,,,,1488.0,,,,,,550.0,
Company-439,Salesperson17,117.0,25.0,,,,117.0,,,,,,25.0,,
Company-44,Salesperson1,4684.0,1678.0,,,2358.0,2023.0,303.0,,,,562.0,308.0,808.0,
Company-440,Salesperson6,107.0,128.0,,,,107.0,,,,,,128.0,,
Company-441,Salesperson8,2733.0,2174.0,,2125.0,,,608.0,,,1449.0,,,725.0,
Company-442,Salesperson8,1134.0,198.0,,,,,1134.0,,,,,,198.0,
Company-443,Salesperson13,112.0,83.0,112.0,,,,,,83.0,,,,,
Company-444,Salesperson6,2390.0,1698.0,2390.0,,,,,,1698.0,,,,,
Company-445,Salesperson13,11615.0,1976.0,852.0,7005.0,933.0,2177.0,648.0,,141.0,1189.0,162.0,366.0,118.0,
Company-446,Salesperson8,568.0,82.0,98.0,316.0,154.0,,,,19.0,41.0,22.0,,,
Company-447,Salesperson8,8523.0,13783.0,,3553.0,1795.0,1315.0,724.0,1136.0,,5611.0,2802.0,2496.0,1166.0,1708.0
Company-448,Salesperson6,2585.0,3144.0,1184.0,1242.0,,159.0,,,1554.0,1568.0,,22.0,,
Company-449,Salesperson6,344.0,223.0,,,,344.0,,,,,,223.0,,
Company-45,Salesperson11,37124.0,67587.0,31201.0,,4600.0,1323.0,,,53509.0,,11272.0,2806.0,,
Company-45,Salesperson12,806672.0,1518519.0,164261.0,167678.0,167726.0,110349.0,174547.0,22111.0,334092.0,296409.0,312090.0,215712.0,318437.0,41779.0
Company-450,Salesperson13,225.0,42.0,,,,,,225.0,,,,,,42.0
Company-451,Salesperson7,4887.0,1044.0,92.0,,2942.0,1196.0,657.0,,78.0,,594.0,238.0,134.0,
Company-452,Salesperson8,2143.0,3570.0,,,,,2143.0,,,,,,3570.0,
Company-453,Salesperson13,266.0,268.0,94.0,,86.0,86.0,,,51.0,,107.0,110.0,,
Company-454,Salesperson8,4660.0,2847.0,2330.0,,,,,2330.0,1421.0,,,,,1426.0
Company-455,Salesperson7,2764.0,1976.0,,,2764.0,,,,,,1976.0,,,
Company-456,Salesperson8,436.0,100.0,436.0,,,,,,100.0,,,,,
Company-457,Salesperson6,397.0,94.0,,,,397.0,,,,,,94.0,,
Company-458,Salesperson8,149.0,21.0,,,,,149.0,,,,,,21.0,
Company-459,Salesperson6,2173.0,1678.0,2173.0,,,,,,1678.0,,,,,
Company-46,Salesperson2,52313.0,87867.0,,52313.0,,,,,,87867.0,,,,
Company-460,Salesperson6,35182.0,31476.0,,21388.0,,8658.0,,5136.0,,16724.0,,7352.0,,7400.0
Company-461,Salesperson7,1630.0,1772.0,,1262.0,368.0,,,,,1432.0,340.0,,,
Company-462,Salesperson13,1233.0,274.0,1233.0,,,,,,274.0,,,,,
Company-463,Salesperson5,7992.0,8409.0,2894.0,490.0,991.0,1209.0,2408.0,,3106.0,760.0,1088.0,1413.0,2042.0,
Company-464,Salesperson13,686.0,475.0,382.0,,146.0,158.0,,,271.0,,76.0,128.0,,
Company-465,Salesperson6,92.0,12.0,,,,,92.0,,,,,,12.0,
Company-466,Salesperson6,2417.0,558.0,2417.0,,,,,,558.0,,,,,
Company-467,Salesperson8,1964.0,814.0,,,1439.0,,525.0,,,,642.0,,172.0,
Company-468,Salesperson9,1075.0,1221.0,669.0,406.0,,,,,777.0,444.0,,,,
Company-469,Salesperson5,90.0,78.0,90.0,,,,,,78.0,,,,,
Company-47,Salesperson1,18371.0,42948.0,,5393.0,,,5516.0,7462.0,,11350.0,,,15602.0,15996.0
Company-470,Salesperson13,580.0,696.0,127.0,,186.0,,267.0,,108.0,,230.0,,358.0,
Company-471,Salesperson7,20253.0,29294.0,12744.0,2753.0,,,,4756.0,18284.0,3702.0,,,,7308.0
Company-472,Salesperson6,580.0,88.0,,580.0,,,,,,88.0,,,,
Company-473,Salesperson9,2323.0,1955.0,,1011.0,,,698.0,614.0,,1089.0,,,462.0,404.0
Company-474,Salesperson9,3063.0,4958.0,,3063.0,,,,,,4958.0,,,,
Company-475,Salesperson6,1983.0,2242.0,,,,,1983.0,,,,,,2242.0,
Company-476,Salesperson7,4419.0,928.0,,4294.0,,,125.0,,,911.0,,,17.0,
Company-477,Salesperson8,248.0,34.0,248.0,,,,,,34.0,,,,,
Company-478,Salesperson5,200.0,30.0,,,,,200.0,,,,,,30.0,
Company-479,Salesperson7,1273010.0,1743127.0,344948.0,247443.0,199902.0,250413.0,174714.0,55590.0,483247.0,330364.0,260643.0,333375.0,254744.0,80754.0
Company-48,Salesperson2,51266.0,119490.0,13542.0,16926.0,8555.0,,12243.0,,33069.0,39754.0,23485.0,,23182.0,
Company-480,Salesperson8,51720.0,30477.0,22392.0,6480.0,2965.0,6926.0,9392.0,3565.0,13429.0,3605.0,1592.0,3973.0,5891.0,1987.0
Company-481,Salesperson6,4430.0,1382.0,1417.0,1911.0,,1102.0,,,722.0,422.0,,238.0,,
Company-482,Salesperson13,1098.0,550.0,244.0,,,312.0,542.0,,102.0,,,182.0,266.0,
Company-483,Salesperson13,1574.0,1045.0,278.0,,496.0,,800.0,,271.0,,78.0,,696.0,
Company-484,Salesperson6,1131.0,168.0,,,,1131.0,,,,,,168.0,,
Company-485,Salesperson8,154.0,69.0,154.0,,,,,,69.0,,,,,
Company-486,Salesperson5,181.0,104.0,,,,181.0,,,,,,104.0,,
Company-487,Salesperson6,92.0,23.0,92.0,,,,,,23.0,,,,,
Company-488,Salesperson6,16765.0,23233.0,5713.0,2392.0,2492.0,3406.0,2011.0,751.0,7894.0,3050.0,3420.0,4925.0,2936.0,1008.0
Company-489,Salesperson7,14789.0,19196.0,8825.0,2154.0,,3810.0,,,10092.0,2468.0,,6636.0,,
Company-49,Salesperson11,25839.0,43781.0,25839.0,,,,,,43781.0,,,,,
Company-49,Salesperson2,129301.0,219378.0,51662.0,52035.0,25604.0,,,,87941.0,87673.0,43764.0,,,
Company-49,Salesperson5,68083.0,115042.0,,,25584.0,26042.0,16457.0,,,,43772.0,43712.0,27558.0,
Company-490,Salesperson13,1962.0,1039.0,1511.0,259.0,39.0,,153.0,,794.0,122.0,5.0,,118.0,
Company-491,Salesperson13,1672.0,861.0,,687.0,,89.0,896.0,,,180.0,,34.0,647.0,
Company-492,Salesperson13,686.0,437.0,,,,686.0,,,,,,437.0,,
Company-493,Salesperson7,2096.0,1480.0,185.0,1658.0,,,253.0,,154.0,1202.0,,,124.0,
Company-494,Salesperson8,2835.0,313.0,,,,2835.0,,,,,,313.0,,
Company-495,Salesperson13,1024.0,150.0,,,,1024.0,,,,,,150.0,,
Company-496,Salesperson6,3977.0,4204.0,,,766.0,2113.0,,1098.0,,,602.0,2530.0,,1072.0
Company-497,Salesperson13,420.0,24.0,,,420.0,,,,,,24.0,,,
Company-498,Salesperson6,531.0,183.0,,,314.0,217.0,,,,,61.0,122.0,,
Company-499,Salesperson5,15882.0,15567.0,8573.0,5897.0,1412.0,,,,7438.0,6749.0,1380.0,,,
Company-5,Salesperson2,107567.0,232387.0,27142.0,24852.0,17481.0,16639.0,20688.0,765.0,60754.0,48717.0,38818.0,35658.0,46962.0,1478.0
Company-50,Salesperson17,46511.0,89378.0,23227.0,,23284.0,,,,44730.0,,44648.0,,,
Company-50,Salesperson7,21998.0,42098.0,,,,4314.0,,17684.0,,,,8214.0,,33884.0
Company-500,Salesperson8,4898.0,894.0,,974.0,,3924.0,,,,214.0,,680.0,,
Company-501,Salesperson8,210.0,25.0,,,210.0,,,,,,25.0,,,
Company-502,Salesperson5,330.0,54.0,330.0,,,,,,54.0,,,,,
Company-503,Salesperson9,1185.0,310.0,1082.0,103.0,,,,,292.0,18.0,,,,
Company-504,Salesperson8,841.0,532.0,,,,,736.0,105.0,,,,,482.0,50.0
Company-505,Salesperson8,197.0,45.0,197.0,,,,,,45.0,,,,,
Company-506,Salesperson5,62035.0,47357.0,3366.0,1848.0,,2041.0,54780.0,,2360.0,936.0,,1193.0,42868.0,
Company-507,Salesperson13,4379.0,3406.0,854.0,998.0,,1315.0,1212.0,,648.0,892.0,,1006.0,860.0,
Company-508,Salesperson13,4757.0,2439.0,100.0,3485.0,537.0,,635.0,,43.0,1416.0,462.0,,518.0,
Company-509,Salesperson8,845.0,740.0,,,845.0,,,,,,740.0,,,
Company-51,Salesperson19,87124.0,144938.0,22227.0,20866.0,14635.0,4414.0,23107.0,1875.0,33005.0,31092.0,26702.0,8088.0,42754.0,3297.0
Company-510,Salesperson9,327.0,276.0,,,,,327.0,,,,,,276.0,
Company-511,Salesperson7,838.0,125.0,,,423.0,88.0,327.0,,,,62.0,12.0,51.0,
